Aspect,Variant,Train Acc,Test Acc,Train F1,Test F1,hidden_dims
Depth,2_layers,0.9997166619443657,0.9813981398139814,0.9997120781157266,0.9812614941170391,"[128, 64]"
Depth,3_layers,0.9996833280554676,0.9835983598359836,0.9996830470296472,0.9834996470032067,"[256, 128, 64]"
Depth,4_layers,0.9998166636110601,0.9857985798579858,0.9998185832750444,0.985709220748171,"[256, 128, 64, 32]"
